timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust,landing_gear,q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,disable_mc_yaw_control,apply_flaps
26357948,0.0,-0.0,-0.0388271,0.0,0.999812,0.0,-0.0,-0.0194123,0.0,-1.0,1,0,0,0,0,0,0
26474772,0.0,-0.0,-0.0391605,0.0,0.999808,0.0,-0.0,-0.019579,0.0,-1.0,1,0,0,0,0,0,0
26578049,0.0,-0.0,-0.039064,0.0,0.999809,0.0,-0.0,-0.0195308,0.0,-1.0,1,0,0,0,0,0,0
26678174,0.0,-0.0,-0.0388819,0.0,0.999811,0.0,-0.0,-0.0194397,0.0,-1.0,1,0,0,0,0,0,0
26778040,0.0,-0.0,-0.0388311,0.0,0.999812,0.0,-0.0,-0.0194143,0.0,-1.0,1,0,0,0,0,0,0
26882153,0.0,-0.0,-0.0384409,0.0,0.999815,0.0,-0.0,-0.0192193,0.0,-1.0,1,0,0,0,0,0,0
26983779,0.0,-0.0,-0.0382955,0.0,0.999817,0.0,-0.0,-0.0191466,0.0,-1.0,1,0,0,0,0,0,0
27084302,0.0,-0.0,-0.0383369,0.0,0.999816,0.0,-0.0,-0.0191673,0.0,-1.0,1,0,0,0,0,0,0
27185948,0.0,-0.0,-0.0382707,0.0,0.999817,0.0,-0.0,-0.0191342,0.0,-1.0,1,0,0,0,0,0,0
27285950,0.0,-0.0,-0.0377458,0.0,0.999822,0.0,-0.0,-0.0188718,0.0,-1.0,1,0,0,0,0,0,0
27389931,0.0,-0.0,-0.0375628,0.0,0.999824,0.0,-0.0,-0.0187803,0.0,-1.0,1,0,0,0,0,0,0
27490179,0.0,-0.0,-0.0376757,0.0,0.999823,0.0,-0.0,-0.0188367,0.120008,-1.0,1,0,0,0,0,0,0
27591154,0.0,-0.0,-0.0418476,0.0117062,0.999781,0.0,-0.0,-0.0209222,0.744428,-1.0,1,0,0,0,0,0,0
27693942,0.0,-0.0,-0.0340876,0.0557141,0.999855,0.0,-0.0,-0.017043,0.77843,-1.0,1,0,0,0,0,0,0
27793721,0.0,-0.0,-0.0326537,0.00134724,0.999867,0.0,-0.0,-0.0163261,0.778152,-1.0,1,0,0,0,0,0,0
27897051,0.0,-0.0,-0.0326319,1.08118e-05,0.999867,0.0,-0.0,-0.0163152,0.778257,-1.0,1,0,0,0,0,0,0
27998157,0.0,-0.0,-0.0326314,-1.01532e-06,0.999867,0.0,-0.0,-0.016315,0.778053,-1.0,1,0,0,0,0,0,0
28098153,0.0,-0.0,-0.0326314,-1.68464e-08,0.999867,0.0,-0.0,-0.016315,0.778448,-1.0,1,0,0,0,0,0,0
28202164,0.0,-0.0,-0.0326314,-1.84985e-10,0.999867,0.0,-0.0,-0.016315,0.778348,-1.0,1,0,0,0,0,0,0
28303137,0.0,-0.0,-0.0326314,1.01229e-11,0.999867,0.0,-0.0,-0.016315,0.77826,-1.0,1,0,0,0,0,0,0
28401990,0.0,-0.0,-0.0326314,1.95925e-13,0.999867,0.0,-0.0,-0.016315,0.778422,-1.0,1,0,0,0,0,0,0
28505933,0.0,-0.0,-0.0326314,-1.70202e-15,0.999867,0.0,-0.0,-0.016315,0.778449,-1.0,1,0,0,0,0,0,0
28606783,0.0,-0.0,-0.0326314,-9.26539e-17,0.999867,0.0,-0.0,-0.016315,0.778316,-1.0,1,0,0,0,0,0,0
28673978,0.0,-0.0,-0.0326314,0.0,0.999867,0.0,-0.0,-0.016315,0.778138,-1.0,1,0,0,0,0,0,0
28673978,0.0,-0.0,-0.0326314,0.0,0.999867,0.0,-0.0,-0.016315,0.778138,-1.0,1,0,0,0,0,0,0
28673978,0.0,-0.0,-0.0326314,0.0,0.999867,0.0,-0.0,-0.016315,0.778138,-1.0,1,0,0,0,0,0,0
28673978,0.0,-0.0,-0.0326314,0.0,0.999867,0.0,-0.0,-0.016315,0.778138,-1.0,1,0,0,0,0,0,0
28673978,0.0,-0.0,-0.0326314,0.0,0.999867,0.0,-0.0,-0.016315,0.778138,-1.0,1,0,0,0,0,0,0
28673978,0.0,-0.0,-0.0326314,0.0,0.999867,0.0,-0.0,-0.016315,0.778138,-1.0,1,0,0,0,0,0,0
28673978,0.0,-0.0,-0.0326314,0.0,0.999867,0.0,-0.0,-0.016315,0.778138,-1.0,1,0,0,0,0,0,0
28673978,0.0,-0.0,-0.0326314,0.0,0.999867,0.0,-0.0,-0.016315,0.778138,-1.0,1,0,0,0,0,0,0
28673978,0.0,-0.0,-0.0326314,0.0,0.999867,0.0,-0.0,-0.016315,0.778138,-1.0,1,0,0,0,0,0,0
28673978,0.0,-0.0,-0.0326314,0.0,0.999867,0.0,-0.0,-0.016315,0.778138,-1.0,1,0,0,0,0,0,0
28673978,0.0,-0.0,-0.0326314,0.0,0.999867,0.0,-0.0,-0.016315,0.778138,-1.0,1,0,0,0,0,0,0
28673978,0.0,-0.0,-0.0326314,0.0,0.999867,0.0,-0.0,-0.016315,0.778138,-1.0,1,0,0,0,0,0,0
28673978,0.0,-0.0,-0.0326314,0.0,0.999867,0.0,-0.0,-0.016315,0.778138,-1.0,1,0,0,0,0,0,0
28673978,0.0,-0.0,-0.0326314,0.0,0.999867,0.0,-0.0,-0.016315,0.778138,-1.0,1,0,0,0,0,0,0
28673978,0.0,-0.0,-0.0326314,0.0,0.999867,0.0,-0.0,-0.016315,0.778138,-1.0,1,0,0,0,0,0,0
28673978,0.0,-0.0,-0.0326314,0.0,0.999867,0.0,-0.0,-0.016315,0.778138,-1.0,1,0,0,0,0,0,0
28673978,0.0,-0.0,-0.0326314,0.0,0.999867,0.0,-0.0,-0.016315,0.778138,-1.0,1,0,0,0,0,0,0
28673978,0.0,-0.0,-0.0326314,0.0,0.999867,0.0,-0.0,-0.016315,0.778138,-1.0,1,0,0,0,0,0,0
28673978,0.0,-0.0,-0.0326314,0.0,0.999867,0.0,-0.0,-0.016315,0.778138,-1.0,1,0,0,0,0,0,0
28673978,0.0,-0.0,-0.0326314,0.0,0.999867,0.0,-0.0,-0.016315,0.778138,-1.0,1,0,0,0,0,0,0
28673978,0.0,-0.0,-0.0326314,0.0,0.999867,0.0,-0.0,-0.016315,0.778138,-1.0,1,0,0,0,0,0,0
28673978,0.0,-0.0,-0.0326314,0.0,0.999867,0.0,-0.0,-0.016315,0.778138,-1.0,1,0,0,0,0,0,0
28673978,0.0,-0.0,-0.0326314,0.0,0.999867,0.0,-0.0,-0.016315,0.778138,-1.0,1,0,0,0,0,0,0
31041932,0.0,-0.0,-0.129479,0.0,0.997905,0.0,-0.0,-0.0646945,0.778348,-1.0,1,0,0,0,0,0,0
31141950,0.0,-0.0,-0.129479,0.0,0.997905,0.0,-0.0,-0.0646945,0.77826,-1.0,1,0,0,0,0,0,0
31245930,0.0,-0.0,-0.129479,0.0,0.997905,0.0,-0.0,-0.0646945,0.778422,-1.0,1,0,0,0,0,0,0
31346969,0.0,-0.0,-0.129479,0.0,0.997905,0.0,-0.0,-0.0646945,0.778144,-1.0,1,0,0,0,0,0,0
31445954,0.0,-0.0,-0.129479,0.0,0.997905,0.0,-0.0,-0.0646945,0.778316,-1.0,1,0,0,0,0,0,0
31550958,0.0,-0.0,-0.129479,0.0,0.997905,0.0,-0.0,-0.0646945,0.778563,-1.0,1,0,0,0,0,0,0
31650788,0.0,-0.0,-0.129479,0.0,0.997905,0.0,-0.0,-0.0646945,0.778139,-1.0,1,0,0,0,0,0,0
31753934,0.0,-0.0,-0.129479,0.0,0.997905,0.0,-0.0,-0.0646945,0.778347,-1.0,1,0,0,0,0,0,0
31854156,0.0,-0.0,-0.129479,0.0,0.997905,0.0,-0.0,-0.0646945,0.919853,-1.0,1,0,0,0,0,0,0
31954857,0.0,-0.0,-0.129479,0.0,0.997905,0.0,-0.0,-0.0646945,0.99999,-1.0,1,0,0,0,0,0,0
32058092,0.0,-0.0,-0.129112,0.00540562,0.997917,0.0,-0.0,-0.0645111,1.0,-1.0,1,0,0,0,0,0,0
32156779,0.0,-0.0,-0.128684,0.00246023,0.997931,0.0,-0.0,-0.0642978,1.0,-1.0,1,0,0,0,0,0,0
32262187,0.0,-0.0,-0.128682,4.82059e-05,0.997931,0.0,-0.0,-0.0642968,1.0,-1.0,1,0,0,0,0,0,0
32362980,0.0,-0.0,-0.128682,-3.83201e-07,0.997931,0.0,-0.0,-0.0642965,1.0,-1.0,1,0,0,0,0,0,0
32461985,0.0,-0.0,-0.128682,-2.23439e-08,0.997931,0.0,-0.0,-0.0642965,1.0,-1.0,1,0,0,0,0,0,0
32563014,0.0,-0.0,-0.128682,-7.07003e-10,0.997931,0.0,-0.0,-0.0642965,1.0,-1.0,1,0,0,0,0,0,0
32665976,0.0,-0.0,-0.128682,-9.08399e-13,0.997931,0.0,-0.0,-0.0642965,1.0,-1.0,1,0,0,0,0,0,0
32767682,0.0,-0.0,-0.128408,0.0114456,0.99794,0.0,-0.0,-0.0641598,1.0,-1.0,1,0,0,0,0,0,0
32869960,0.0,-0.0,-0.115508,0.265989,0.998333,0.0,-0.0,-0.0577219,1.0,-1.0,1,0,0,0,0,0,0
32970690,0.0,-0.0,-0.066241,0.795268,0.999452,0.0,-0.0,-0.0331144,1.0,-1.0,1,0,0,0,0,0,0
33074158,0.0,-0.0,0.0687362,1.92897,0.999409,0.0,0.0,0.0343613,1.0,-1.0,1,0,0,0,0,0,0
33174951,0.0,-0.0,0.312643,2.71148,0.987807,0.0,0.0,0.155686,1.0,-1.0,1,0,0,0,0,0,0
33275074,0.0,-0.0,0.590919,2.81693,0.956668,0.0,0.0,0.291179,1.0,-1.0,1,0,0,0,0,0,0
33377948,0.0,-0.0,0.865657,2.45577,0.907783,0.0,0.0,0.41944,1.0,-1.0,1,0,0,0,0,0,0
33478168,0.0,-0.0,1.04292,1.29125,0.867093,0.0,0.0,0.498147,1.0,-1.0,1,0,0,0,0,0,0
33578084,0.0,-0.0,1.12828,0.364459,0.84505,0.0,0.0,0.534687,1.0,-1.0,1,0,0,0,0,0,0
33682981,0.0,-0.0,1.14151,-0.00680492,0.841492,0.0,0.0,0.540269,1.0,-1.0,1,0,0,0,0,0,0
33781946,0.0,-0.0,1.14152,-0.000140977,0.84149,0.0,0.0,0.540272,1.0,-1.0,1,0,0,0,0,0,0
