timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust,landing_gear,q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,disable_mc_yaw_control,apply_flaps
121635484,0.0,-0.0,0.021207,0.0,0.999944,0.0,0.0,0.0106033,0.0,-1.0,1,0,0,0,0,0,0
121755054,0.0,-0.0,0.0215109,0.0,0.999942,0.0,0.0,0.0107552,0.0,-1.0,1,0,0,0,0,0,0
121854063,0.0,-0.0,0.0217191,0.0,0.999941,0.0,0.0,0.0108593,0.0,-1.0,1,0,0,0,0,0,0
121958811,0.0,-0.0,0.0216821,0.0,0.999941,0.0,0.0,0.0108409,0.0,-1.0,1,0,0,0,0,0,0
122058396,0.0,-0.0,0.0217799,0.0,0.999941,0.0,0.0,0.0108898,0.0,-1.0,1,0,0,0,0,0,0
122158153,0.0,-0.0,0.021946,0.0,0.99994,0.0,0.0,0.0109728,0.0,-1.0,1,0,0,0,0,0,0
122262171,0.0,-0.0,0.0217624,0.0,0.999941,0.0,0.0,0.010881,0.0,-1.0,1,0,0,0,0,0,0
122363059,0.0,-0.0,0.0210666,-0.0465229,0.999945,0.0,0.0,0.0105331,0.186732,-1.0,1,0,0,0,0,0,0
122462052,0.0,-0.0,0.01987,0.111238,0.999951,0.0,0.0,0.00993486,0.484477,-1.0,1,0,0,0,0,0,0
122567044,0.0,-0.0,0.0644139,0.490627,0.999481,0.0,0.0,0.0322014,0.528085,-1.0,1,0,0,0,0,0,0
122667424,0.0,-0.0,0.113724,0.507074,0.998384,0.0,0.0,0.0568313,0.536849,-1.0,1,0,0,0,0,0,0
122767766,0.0,-0.0,0.13924,-0.0233855,0.997577,0.0,0.0,0.0695636,0.538389,-1.0,1,0,0,0,0,0,0
122871395,0.0,-0.0,0.138573,1.75383e-06,0.997601,0.0,0.0,0.0692313,0.534456,-1.0,1,0,0,0,0,0,0
122971015,0.0,-0.0,0.138566,2.74137e-05,0.997601,0.0,0.0,0.0692278,0.534187,-1.0,1,0,0,0,0,0,0
123074072,0.0,-0.0,0.138567,3.48459e-07,0.997601,0.0,0.0,0.0692278,0.534567,-1.0,1,0,0,0,0,0,0
123175418,0.0,-0.0,0.138567,1.98027e-09,0.997601,0.0,0.0,0.0692278,0.533457,-1.0,1,0,0,0,0,0,0
123275480,0.0,-0.0,0.138567,-3.04791e-10,0.997601,0.0,0.0,0.0692278,0.53456,-1.0,1,0,0,0,0,0,0
123378366,0.0,-0.0,0.138567,-4.59871e-12,0.997601,0.0,0.0,0.0692278,0.534312,-1.0,1,0,0,0,0,0,0
