timestamp,roll,pitch,yaw,thrust
121634568,0.0104132,0.00202207,6.91872e-07,0.0
121754492,0.0102131,0.00238495,8.10395e-07,0.0
121853511,0.009905,0.000865249,2.91352e-07,0.0
121957510,0.00967678,0.000254128,7.21447e-08,0.0
122057491,0.00933785,0.00048266,1.46876e-07,0.0
122157594,0.0122417,0.000583732,2.40553e-07,0.0
122261550,0.0118547,-0.00224849,-8.81619e-07,0.0
122362499,0.011158,-0.00178891,-0.0238191,0.186732
122461505,0.00832361,-0.0027248,0.0502085,0.484477
122566487,0.00346369,-0.00210295,0.351774,0.528085
122666509,-0.000170477,-0.000369694,0.459531,0.536849
122766513,-0.00279147,0.00197059,0.201072,0.538389
122870494,-0.000549835,0.00271199,0.131115,0.535093
122970475,-6.40786e-07,0.00367774,0.0661088,0.534187
123073545,-0.00460561,7.33807e-06,0.0154489,0.534567
123174492,-0.00609402,-0.00516264,-0.0175443,0.533486
123274601,-0.00801168,-0.00575851,-0.0381255,0.53456
123377492,-0.0019747,0.00118685,-0.0474801,0.534312
123478538,-0.000716491,-0.00069103,-0.046579,0.533511
123581472,-0.00111816,-0.00943865,-0.040632,0.534535
123680404,0.00203893,-0.00875684,-0.0319771,0.492679
123784411,0.0049514,-0.00407998,-0.0199204,0.46107
123881527,0.0040279,-0.00221508,-0.0111405,0.460577
123986545,0.0046487,0.00100967,-0.00239058,0.461784
124086485,0.00867239,-0.00223545,0.00427183,0.464746
124189653,0.00696831,-0.003403,0.00853441,0.46602
124289526,0.00519528,-0.00423338,0.0102694,0.466015
124393510,0.000544393,-0.00376756,0.0119489,0.466437
124493484,0.000969659,-0.00324908,0.0119808,0.46604
124593491,-0.000520335,-0.00160597,0.0109241,0.466011
124697490,0.000105396,-0.00137314,0.00937827,0.466469
124797588,0.001903,-0.00191614,0.00740875,0.466525
124897651,0.00210396,0.00303086,0.00634571,0.465985
125002472,0.00105389,0.00228487,0.00445905,0.466468
125101513,0.000227096,-0.000137122,0.00336401,0.466438
125205475,0.00259257,0.00579905,0.00179752,0.465985
125306538,0.00465266,0.0106593,0.00135368,0.466468
125405527,0.00349749,0.00816977,0.00111512,0.466525
125505546,0.00491803,0.0059619,0.000924269,0.465985
125610478,0.00151184,0.0018839,0.0010527,0.46633
125708290,0.0108132,0.000816426,0.00199612,0.467443
125812336,0.00727669,0.00256392,0.00337445,0.467456
125913472,0.00835743,0.00259878,0.00387864,0.467511
126013511,0.00351739,0.00160093,0.00373153,0.466534
126118564,-0.000479532,-0.0013773,0.00183906,0.466409
126218536,-0.00566259,-0.00420725,0.00151679,0.467466
126321544,-0.0065468,-0.000681545,0.0012046,0.503097
126421516,-0.0044803,0.00010726,0.00094574,0.50479
126521483,-0.00164021,0.000110722,0.00122833,0.50493
126626562,-0.00226944,0.00264663,0.00189779,0.505135
126725490,-0.00265605,0.00161041,0.00156951,0.504904
126829559,-0.00353238,0.000719028,0.000781417,0.50493
126929475,-0.00286976,0.000758619,-0.000352628,0.504931
127029489,-0.00239895,0.00240385,0.000285991,0.504931
127133498,-0.00359183,0.00066869,0.00116903,0.504931
127233486,-0.00265107,-0.000608412,0.00186096,0.504931
127333506,-0.000683397,-0.00251356,0.00138843,0.504931
127437478,-0.00368849,-0.00467645,0.00161782,0.504931
127537507,-0.00491255,-0.00204979,0.00186269,0.504931
127641486,-0.00143993,-0.000818794,0.00158346,0.504931
127741585,-0.000834658,-0.000379734,0.00113986,0.504931
127840196,0.00042431,0.000567569,0.00168715,0.504931
127944327,-0.000370129,0.00653848,0.00184719,0.504931
128045489,0.00103366,0.00134578,0.00167992,0.504931
128145499,-0.004045,-0.00247116,0.00162236,0.504931
128249495,-0.00483238,0.000901968,0.00123184,0.504931
128349525,-0.00426563,0.00110384,0.00174683,0.504931
128453488,-0.00334454,0.00160741,0.00170043,0.504931
128553488,-0.00608019,0.00495253,0.00166168,0.504931
128653514,-0.00564762,0.00746763,0.00119791,0.504931
128757629,-0.00487524,0.00387732,0.00039669,0.504931
128857567,-0.000273506,0.000703177,0.000446941,0.504931
128957487,-0.00674776,-0.00192912,0.000113858,0.504931
129061515,-0.0057698,-0.00180965,-0.000310717,0.504931
129161483,-0.00667536,-0.00353757,-0.000130452,0.504931
129265564,-0.00477335,-0.0038541,0.000256334,0.504931
129365489,-0.00233155,-0.00544852,0.000667195,0.504931
129465486,0.00123994,-0.00344531,0.0010952,0.504931
129569523,-0.000277364,0.00353752,0.00132503,0.504931
129669481,-0.000723633,0.00690851,0.00120513,0.504931
129769505,-0.000683411,0.000194654,0.000950609,0.504931
129873534,0.000355962,-0.000929373,0.00113899,0.504931
129972014,0.00105243,-0.0032856,0.000545374,0.504931
130075991,-0.00127534,-0.00211976,0.000490693,0.504931
130177508,-0.00650308,-0.00648082,0.000174895,0.504931
130277547,-0.00441856,-0.00411754,-0.000601665,0.504931
130381528,-0.00225262,0.000210522,-0.00184562,0.504931
130481502,-0.00172474,-0.00120047,-0.000265166,0.504931
130581547,-0.00154829,-0.00105592,-0.00038786,0.504931
130685645,-0.000931353,-0.000650905,-4.09775e-05,0.504931
130785489,0.0200573,-0.328461,-0.384942,0.302876
130889472,-0.00589444,-0.0822838,-0.350658,0.369264
130989500,-0.00635346,0.0336789,-0.289506,0.409047
131089558,-0.00182192,0.053039,-0.216907,0.434327
131193486,-0.00253718,0.0503978,-0.142745,0.451598
131293627,-0.00470598,0.0299389,-0.0795065,0.463451
131393488,-0.00285779,0.0229155,-0.0303137,0.472761
131497530,-0.0046559,0.0331828,0.00761742,0.48068
131597492,-0.00645267,0.030347,0.0303321,0.487654
131701571,0.00366525,0.0292905,0.0420355,0.494317
131801492,0.000688649,0.0225199,0.0442921,0.501068
131901483,0.00108717,0.0132424,0.0404278,0.507162
132005519,-0.00228608,0.016223,0.0326025,0.513816
132103939,-0.00297271,0.0203877,0.0237297,0.519901
132208488,-0.00950232,0.0163617,0.0143077,0.526286
132309516,-0.0114806,0.019575,0.00666262,0.531421
132409515,-0.00953253,0.00904506,-0.000935755,0.536484
132513540,-0.00540718,0.0108386,-0.00581209,0.540225
132613518,-0.0020701,0.00940255,-0.00862471,0.542788
132713489,0.0106173,-0.00155154,-0.000923938,0.504922
132817526,0.00764718,0.00039027,-0.0028559,0.504931
132917486,0.00112543,-0.00584465,-0.00431766,0.504931
133017521,-0.0020549,-0.00489971,-0.00426099,0.504963
133121490,-0.000980552,-0.00218755,-0.00405195,0.504933
133221520,0.00176864,-0.00112512,-0.00351309,0.504931
133325522,0.00307792,-0.00141844,-0.00236191,0.504931
133425485,0.00324227,0.000746657,-0.000847373,0.504931
133525520,0.00117663,0.00294974,-0.000920082,0.504931
133629483,0.001052,0.00501624,-0.00173563,0.505135
133729507,0.00106522,0.00187323,-0.00309424,0.504904
133829523,0.0020708,-0.000829216,-0.00246144,0.504931
133933532,0.00207413,0.00309153,-0.00279969,0.504931
134034591,0.00246557,0.0029788,-0.00222887,0.504931
134137559,0.00282972,0.00141918,-0.001771,0.504931
134236087,-0.00267671,-0.000923879,-0.000516808,0.506561
134339996,-0.00442668,-0.00190571,0.000228088,0.52432
134441520,-0.000860645,-0.00073239,-8.08249e-05,0.533518
134541484,0.00140972,0.00104335,-0.000579279,0.534798
134641509,0.0022053,0.00269159,-0.000893221,0.549011
134745495,0.001474,0.00286949,-0.000968378,0.562668
134845509,0.00157814,0.00514604,-0.00106062,0.562272
134949483,-0.0050792,0.0119635,-0.000979332,0.562259
135049513,-0.00311417,0.00619617,-0.00111334,0.562965
135149491,0.00952251,-0.0087928,-0.000206633,0.563019
135253648,0.00600239,-0.00324528,0.000158736,0.561524
135353489,2.96673e-05,0.00174726,0.00129305,0.562342
135453488,-0.00110512,-0.00139444,0.000919546,0.561158
135557493,0.00268278,0.000100233,0.00107704,0.561347
135657520,0.00144363,0.00204318,0.00152682,0.56146
135761497,-0.0036797,0.000830118,0.00117968,0.56138
135861471,-0.0021368,0.0002374,0.000906649,0.533177
135961522,-0.00275181,0.00308929,0.000585041,0.532507
136065491,0.00144558,0.00688562,0.00138241,0.532544
136165521,0.00192669,0.00626117,0.00118358,0.532544
136263903,0.00222574,0.00414232,0.000720655,0.532544
136367991,-0.000114948,0.000255118,-0.00051086,0.532544
136471841,-0.00030361,5.79439e-05,-0.00131269,0.532544
136573509,-0.00015836,0.0023089,-3.46236e-05,0.532544
136673528,0.00146134,0.00524543,-0.0001342,0.532544
136773538,-0.00172276,0.00147498,0.000262822,0.532544
136877488,0.00013025,-0.000630617,8.08179e-05,0.532544
136977518,0.00133057,-0.00204793,0.00065091,0.532544
137077527,-0.00413136,-0.00208337,0.000997553,0.532544
137181492,-0.00218141,0.000197303,0.00126621,0.532544
137281515,-0.00138456,-0.00295578,0.00120323,0.532544
137385542,-0.000615124,-0.000156979,0.000875914,0.510155
137485521,0.000901418,-0.00187042,0.000164285,0.500852
137585510,0.000561748,-0.00203194,0.000627564,0.504087
137689528,0.00278376,-0.00376731,1.14154e-05,0.505341
137789512,0.00124176,-0.00321628,0.000552783,0.504937
