timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust,landing_gear,q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,disable_mc_yaw_control,apply_flaps
28186399,0.0,-0.0,-0.0413433,0.0,0.999786,0.0,-0.0,-0.0206702,0.0,-1.0,1,0,0,0,0,0,0
28287864,0.0,-0.0,-0.0405983,0.0,0.999794,0.0,-0.0,-0.0202978,5.95652e-28,-1.0,1,0,0,0,0,0,0
28389927,0.0,-0.0,-0.0401613,0.0,0.999798,0.0,-0.0,-0.0200793,3.92852e-29,-1.0,1,0,0,0,0,0,0
28489961,0.0,-0.0,-0.0395361,0.0,0.999805,0.0,-0.0,-0.0197668,2.84476e-31,-1.0,1,0,0,0,0,0,0
28593916,0.0,-0.0,-0.0395198,0.0,0.999805,0.0,-0.0,-0.0197586,0.0,-1.0,1,0,0,0,0,0,0
28693990,0.0,-0.0,-0.0390678,0.0,0.999809,0.0,-0.0,-0.0195326,0.0,-1.0,1,0,0,0,0,0,0
28793949,0.0,-0.0,-0.0390437,0.0,0.999809,0.0,-0.0,-0.0195206,0.0,-1.0,1,0,0,0,0,0,0
28894142,0.0,-0.0,-0.0380645,-0.0117705,0.999819,0.0,-0.0,-0.0190311,0.41127,-1.0,1,0,0,0,0,0,0
28999290,0.0,-0.0,-0.0397705,0.00194888,0.999802,0.0,-0.0,-0.0198839,0.615342,-1.0,1,0,0,0,0,0,0
29099316,0.0,-0.0,-0.0395059,0.00726108,0.999805,0.0,-0.0,-0.0197516,0.619179,-1.0,1,0,0,0,0,0,0
29202236,0.0,-0.0,-0.0393082,-0.00014152,0.999807,0.0,-0.0,-0.0196528,0.619329,-1.0,1,0,0,0,0,0,0
29300919,0.0,-0.0,-0.0393084,-7.26082e-06,0.999807,0.0,-0.0,-0.0196529,0.61933,-1.0,1,0,0,0,0,0,0
29404831,0.0,-0.0,-0.0393085,-4.11912e-08,0.999807,0.0,-0.0,-0.019653,0.619329,-1.0,1,0,0,0,0,0,0
29507736,0.0,-0.0,-0.0393085,9.23334e-10,0.999807,0.0,-0.0,-0.019653,0.619329,-1.0,1,0,0,0,0,0,0
