timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust,landing_gear,q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,disable_mc_yaw_control,apply_flaps
52494023,0.0,-0.0,0.0130055,0.0,0.999979,0.0,0.0,0.00650269,0.0,-1.0,1,0,0,0,0,0,0
52612436,0.0,-0.0,0.0132863,0.0,0.999978,0.0,0.0,0.0066431,0.0,-1.0,1,0,0,0,0,0,0
52714428,0.0,-0.0,0.0132059,0.0,0.999978,0.0,0.0,0.00660291,0.0,-1.0,1,0,0,0,0,0,0
52813152,0.0,-0.0,0.0132767,0.0,0.999978,0.0,0.0,0.00663828,0.0,-1.0,1,0,0,0,0,0,0
52917240,0.0,-0.0,0.0132149,0.0,0.999978,0.0,0.0,0.00660741,0.0,-1.0,1,0,0,0,0,0,0
53018847,0.0,-0.0,0.0133297,0.0,0.999978,0.0,0.0,0.00666482,0.0,-1.0,1,0,0,0,0,0,0
53115817,0.0,-0.0,0.013121,0.0,0.999978,0.0,0.0,0.00656043,0.0,-1.0,1,0,0,0,0,0,0
53220177,0.0,-0.0,0.0134834,0.0,0.999977,0.0,0.0,0.00674164,0.0,-1.0,1,0,0,0,0,0,0
53325339,0.0,-0.0,0.0136616,0.0,0.999977,0.0,0.0,0.00683076,0.0,-1.0,1,0,0,0,0,0,0
53426398,0.0,-0.0,0.0136241,0.0,0.999977,0.0,0.0,0.006812,0.0,-1.0,1,0,0,0,0,0,0
53526734,0.0,-0.0,0.0133956,0.0,0.999978,0.0,0.0,0.00669775,0.0850376,-1.0,1,0,0,0,0,0,0
53629079,0.0,-0.0,0.0132645,0.000428993,0.999978,0.0,0.0,0.00663221,0.443264,-1.0,1,0,0,0,0,0,0
53729100,0.0,-0.0,0.013268,5.89453e-06,0.999978,0.0,0.0,0.00663396,0.616645,-1.0,1,0,0,0,0,0,0
53829416,0.0,-0.0,0.0132682,-1.96597e-07,0.999978,0.0,0.0,0.00663404,0.619204,-1.0,1,0,0,0,0,0,0
53933519,0.0,-0.0,0.0132682,-4.63901e-09,0.999978,0.0,0.0,0.00663403,0.619361,-1.0,1,0,0,0,0,0,0
54033004,0.0,-0.0,0.0132682,-1.00431e-11,0.999978,0.0,0.0,0.00663403,0.619335,-1.0,1,0,0,0,0,0,0
54136661,0.0,-0.0,0.0132682,1.55274e-12,0.999978,0.0,0.0,0.00663403,0.618207,-1.0,1,0,0,0,0,0,0
54238011,0.0,-0.0,0.0132682,4.68838e-14,0.999978,0.0,0.0,0.00663403,0.610349,-1.0,1,0,0,0,0,0,0
54338495,0.0,-0.0,0.0132682,6.08758e-16,0.999978,0.0,0.0,0.00663403,0.241339,-1.0,1,0,0,0,0,0,0
54441374,0.0,-0.0,0.0132682,-9.23301e-18,0.999978,0.0,0.0,0.00663403,0.258148,-1.0,1,0,0,0,0,0,0
54541046,0.0,-0.0,0.0132682,-4.36851e-19,0.999978,0.0,0.0,0.00663403,0.260051,-1.0,1,0,0,0,0,0,0
54642979,0.0,-0.0,0.0132682,-1.17887e-20,0.999978,0.0,0.0,0.00663403,0.259288,-1.0,1,0,0,0,0,0,0
54742003,0.0,-0.0,0.0132682,-1.28295e-21,0.999978,0.0,0.0,0.00663403,0.08,-1.0,1,0,0,0,0,0,0
54845667,0.0,-0.0,0.0132682,-1.28295e-21,0.999978,0.0,0.0,0.00663403,0.08,-1.0,1,0,0,0,0,0,0
54945949,0.0,-0.0,0.0132682,-1.28295e-21,0.999978,0.0,0.0,0.00663403,0.08,-1.0,1,0,0,0,0,0,0
55049846,0.0,-0.0,0.0132682,-1.28295e-21,0.999978,0.0,0.0,0.00663403,0.08,-1.0,1,0,0,0,0,0,0
55149767,0.0,-0.0,0.0132682,-1.28295e-21,0.999978,0.0,0.0,0.00663403,0.08,-1.0,1,0,0,0,0,0,0
55249700,0.0,-0.0,0.0132682,-1.28295e-21,0.999978,0.0,0.0,0.00663403,0.08,-1.0,1,0,0,0,0,0,0
55353867,0.0,-0.0,0.0132682,-1.28295e-21,0.999978,0.0,0.0,0.00663403,0.08,-1.0,1,0,0,0,0,0,0
55454467,0.0,-0.0,0.0132682,-1.28295e-21,0.999978,0.0,0.0,0.00663403,0.08,-1.0,1,0,0,0,0,0,0
55550161,0.0,-0.0,0.0132682,-1.28295e-21,0.999978,0.0,0.0,0.00663403,0.08,-1.0,1,0,0,0,0,0,0
55657055,0.0,-0.0,0.0132682,-1.28295e-21,0.999978,0.0,0.0,0.00663403,0.08,-1.0,1,0,0,0,0,0,0
