timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
18411741,-0.00737787,0.0015019,0.00901069,0.99982,0.00102835,0.0010491,-0.0189359,1.0,0.0,0.0,0.0,0
18415741,0.00279572,-0.0210801,0.00714896,0.99982,0.00103308,0.00100677,-0.0189146,1.0,0.0,0.0,0.0,0
18447746,-0.0140316,0.00349818,-0.00593223,0.999822,0.00100351,0.000955012,-0.0188196,1.0,0.0,0.0,0.0,0
18474764,-0.00292615,0.000298229,0.0190435,0.999825,0.00105878,0.000839014,-0.018671,1.0,0.0,0.0,0.0,0
18507735,0.00916261,-0.00245835,-0.000815219,0.999826,0.00106827,0.000805726,-0.0185975,1.0,0.0,0.0,0.0,0
18542238,3.83258e-05,-0.0120439,0.00359558,0.999829,0.00100587,0.000829361,-0.0184409,1.0,0.0,0.0,0.0,0
18571739,0.0139875,0.000824924,-0.00359352,0.999828,0.000958991,0.000843505,-0.0184933,1.0,0.0,0.0,0.0,0
18603757,0.000710751,-0.00029178,0.0066084,0.999828,0.000864799,0.000820771,-0.0185045,1.0,0.0,0.0,0.0,0
18635735,0.0025106,0.00865173,0.000764202,0.999829,0.000849208,0.000867483,-0.0184544,1.0,0.0,0.0,0.0,0
18667734,0.00974668,0.00790348,-0.0036765,0.999828,0.00087344,0.000902744,-0.018484,1.0,0.0,0.0,0.0,0
18699747,0.000310134,-0.0287332,-0.002943,0.999828,0.000829051,0.000841369,-0.018517,1.0,0.0,0.0,0.0,0
18728910,-0.00766713,0.0060136,-0.0126641,0.999829,0.000660629,0.00070166,-0.0184732,1.0,0.0,0.0,0.0,0
18758732,-0.00332061,-0.00252132,0.00562392,0.999832,0.000604431,0.000516474,-0.018327,1.0,0.0,0.0,0.0,0
18791775,-0.00190545,-0.0127083,-0.0183527,0.999832,0.00042597,0.000502576,-0.0183335,1.0,0.0,0.0,0.0,0
18823745,-0.0376995,-0.000254839,0.000407571,0.999833,0.000388692,0.000228281,-0.0182798,1.0,0.0,0.0,0.0,0
18854752,0.0181807,-0.0346862,-0.00400335,0.999834,0.00022251,0.000236926,-0.0181986,1.0,0.0,0.0,0.0,0
18887741,-0.0125957,0.0175338,-0.00342151,0.999834,9.41381e-05,-1.85745e-05,-0.0182118,1.0,0.0,0.0,0.0,0
18919739,-0.00813943,-0.0130709,0.000980316,0.999833,0.000180955,-0.000167895,-0.0182565,1.0,0.0,0.0,0.0,0
18947746,0.00037422,0.0162707,-0.0152173,0.999835,-0.000112907,-4.42682e-05,-0.0181545,1.0,0.0,0.0,0.0,0
