timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust,landing_gear,q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,disable_mc_yaw_control,apply_flaps
16817400,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08,-1.0,1,0,0,0,0,0,0
16901398,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08,-1.0,1,0,0,0,0,0,0
17006399,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08,-1.0,1,0,0,0,0,0,0
17111396,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08,-1.0,1,0,0,0,0,0,0
17216408,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08,-1.0,1,0,0,0,0,0,0
17321397,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08,-1.0,1,0,0,0,0,0,0
17426407,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08,-1.0,1,0,0,0,0,0,0
17510403,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08,-1.0,1,0,0,0,0,0,0
17615396,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08,-1.0,1,0,0,0,0,0,0
17720436,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08,-1.0,1,0,0,0,0,0,0
17831965,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08,-1.0,1,0,0,0,0,0,0
17935928,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08,-1.0,1,0,0,0,0,0,0
18036319,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08,-1.0,1,0,0,0,0,0,0
18140170,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08,-1.0,1,0,0,0,0,0,0
18239143,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08,-1.0,1,0,0,0,0,0,0
18340729,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08,-1.0,1,0,0,0,0,0,0
18444326,0.0,-0.0,-0.0376295,0.0,0.999823,0.0,-0.0,-0.0188136,0.0,-1.0,1,0,0,0,0,0,0
18543236,0.0,-0.0,-0.0368823,0.0,0.99983,0.0,-0.0,-0.0184401,0.188182,-1.0,1,0,0,0,0,0,0
18646874,0.0,-0.0,-0.0366833,0.0060176,0.999832,0.0,-0.0,-0.0183406,0.475987,-1.0,1,0,0,0,0,0,0
18746402,0.0,-0.0,-0.0365365,-0.000141286,0.999833,0.0,-0.0,-0.0182672,0.615174,-1.0,1,0,0,0,0,0,0
18849840,0.0,-0.0,-0.0365348,-3.97924e-06,0.999833,0.0,-0.0,-0.0182664,0.624131,-1.0,1,0,0,0,0,0,0
18947949,0.0,-0.0,-0.0365349,-4.05709e-08,0.999833,0.0,-0.0,-0.0182664,0.624057,-1.0,1,0,0,0,0,0,0
19051777,0.0,-0.0,-0.0365349,9.24963e-10,0.999833,0.0,-0.0,-0.0182664,0.623282,-1.0,1,0,0,0,0,0,0
19152808,0.0,-0.0,-0.0365349,3.78865e-11,0.999833,0.0,-0.0,-0.0182664,0.621612,-1.0,1,0,0,0,0,0,0
19255212,0.0,-0.0,-0.0365349,8.77256e-13,0.999833,0.0,-0.0,-0.0182664,0.621799,-1.0,1,0,0,0,0,0,0
19355805,0.0,-0.0,-0.0365349,-2.55434e-15,0.999833,0.0,-0.0,-0.0182664,0.621795,-1.0,1,0,0,0,0,0,0
19455168,0.0,-0.0,-0.0365349,-1.15697e-15,0.999833,0.0,-0.0,-0.0182664,0.622278,-1.0,1,0,0,0,0,0,0
19559926,0.0,-0.0,-0.0365349,-1.38078e-17,0.999833,0.0,-0.0,-0.0182664,0.621772,-1.0,1,0,0,0,0,0,0
19660145,0.0,-0.0,-0.0365349,6.38191e-19,0.999833,0.0,-0.0,-0.0182664,0.621794,-1.0,1,0,0,0,0,0,0
19764180,0.0,-0.0,-0.0365349,1.31292e-20,0.999833,0.0,-0.0,-0.0182664,0.621795,-1.0,1,0,0,0,0,0,0
19864298,0.0,-0.0,-0.0365349,1.88246e-22,0.999833,0.0,-0.0,-0.0182664,0.621795,-1.0,1,0,0,0,0,0,0
19964068,0.0,-0.0,-0.0365349,-5.61135e-24,0.999833,0.0,-0.0,-0.0182664,0.621795,-1.0,1,0,0,0,0,0,0
20067942,0.0,-0.0,-0.0365349,-1.39655e-25,0.999833,0.0,-0.0,-0.0182664,0.621795,-1.0,1,0,0,0,0,0,0
20168153,0.0,-0.0,-0.0365349,-2.34123e-27,0.999833,0.0,-0.0,-0.0182664,0.621795,-1.0,1,0,0,0,0,0,0
20267947,0.0,-0.0,-0.0365349,4.21751e-29,0.999833,0.0,-0.0,-0.0182664,0.62231,-1.0,1,0,0,0,0,0,0
20371943,0.0,-0.0,-0.0365349,1.38525e-30,0.999833,0.0,-0.0,-0.0182664,0.622288,-1.0,1,0,0,0,0,0,0
20472791,0.0,-0.0,-0.0365349,2.71052e-32,0.999833,0.0,-0.0,-0.0182664,0.622288,-1.0,1,0,0,0,0,0,0
20575771,0.0,-0.0,-0.0365349,-2.1771e-34,0.999833,0.0,-0.0,-0.0182664,0.663098,-1.0,1,0,0,0,0,0,0
20676046,0.0,-0.0,-0.0365349,-1.25921e-35,0.999833,0.0,-0.0,-0.0182664,0.727544,-1.0,1,0,0,0,0,0,0
20775040,0.0,-0.0,-0.0365349,-3.96387e-37,0.999833,0.0,-0.0,-0.0182664,0.803041,-1.0,1,0,0,0,0,0,0
20879020,0.0,-0.0,-0.0365349,-4.85834e-40,0.999833,0.0,-0.0,-0.0182664,0.883958,-1.0,1,0,0,0,0,0,0
20979948,0.0,-0.0,-0.0365349,4.38019e-40,0.999833,0.0,-0.0,-0.0182664,0.914557,-1.0,1,0,0,0,0,0,0
21082938,0.0,-0.0,-0.0365349,5.75794e-42,0.999833,0.0,-0.0,-0.0182664,0.938645,-1.0,1,0,0,0,0,0,0
21184147,0.0,-0.0,-0.0365349,-2.158e-43,0.999833,0.0,-0.0,-0.0182664,0.970024,-1.0,1,0,0,0,0,0,0
21284265,0.0,-0.0,-0.0365349,-4.2039e-45,0.999833,0.0,-0.0,-0.0182664,0.984263,-1.0,1,0,0,0,0,0,0
21388754,0.0,-0.0,-0.0365349,0.0,0.999833,0.0,-0.0,-0.0182664,1.0,-1.0,1,0,0,0,0,0,0
21486970,0.0,-0.0,-0.0365349,0.0,0.999833,0.0,-0.0,-0.0182664,0.999994,-1.0,1,0,0,0,0,0,0
21587736,0.0,-0.0,-0.0365349,0.0,0.999833,0.0,-0.0,-0.0182664,1.0,-1.0,1,0,0,0,0,0,0
21692315,0.0,-0.0,-0.0365349,0.0,0.999833,0.0,-0.0,-0.0182664,1.0,-1.0,1,0,0,0,0,0,0
21791088,0.0,-0.0,-0.0365349,0.0,0.999833,0.0,-0.0,-0.0182664,1.0,-1.0,1,0,0,0,0,0,0
21892741,0.0,-0.0,-0.0365349,0.0,0.999833,0.0,-0.0,-0.0182664,1.0,-1.0,1,0,0,0,0,0,0
21995948,0.0,-0.0,-0.0365349,0.0,0.999833,0.0,-0.0,-0.0182664,1.0,-1.0,1,0,0,0,0,0,0
22096750,0.0,-0.0,-0.0365349,0.0,0.999833,0.0,-0.0,-0.0182664,1.0,-1.0,1,0,0,0,0,0,0
22199867,0.0,-0.0,-0.0365349,0.0,0.999833,0.0,-0.0,-0.0182664,1.0,-1.0,1,0,0,0,0,0,0
22298958,0.0,-0.0,-0.0365349,0.0,0.999833,0.0,-0.0,-0.0182664,1.0,-1.0,1,0,0,0,0,0,0
22400164,0.0,-0.0,-0.0365349,0.0,0.999833,0.0,-0.0,-0.0182664,1.0,-1.0,1,0,0,0,0,0,0
22504784,0.0,-0.0,-0.0365349,0.0,0.999833,0.0,-0.0,-0.0182664,1.0,-1.0,1,0,0,0,0,0,0
22604782,0.0,-0.0,-0.0365349,0.0,0.999833,0.0,-0.0,-0.0182664,1.0,-1.0,1,0,0,0,0,0,0
22704261,0.0,-0.0,-0.0365349,0.0,0.999833,0.0,-0.0,-0.0182664,1.0,-1.0,1,0,0,0,0,0,0
22808146,0.0,-0.0,-0.0365349,0.0,0.999833,0.0,-0.0,-0.0182664,1.0,-1.0,1,0,0,0,0,0,0
22908256,0.0,-0.0,-0.0365349,0.0,0.999833,0.0,-0.0,-0.0182664,1.0,-1.0,1,0,0,0,0,0,0
23012059,0.0,-0.0,-0.0365349,0.0,0.999833,0.0,-0.0,-0.0182664,1.0,-1.0,1,0,0,0,0,0,0
