timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
73094776,-0.00331258,-0.00766391,0.0135646,0.999962,0.00146265,-0.000462789,0.00859009,1.0,0.0,0.0,0.0,0
73214771,-0.00509667,0.00277673,0.0323505,0.99996,0.00136923,-0.000619734,0.00878743,1.0,0.0,0.0,0.0,0
73317992,-0.00361458,-0.0142472,-0.000613501,0.99996,0.00134584,-0.000641646,0.00885471,1.0,0.0,0.0,0.0,0
73418766,0.0180255,0.0100659,-0.0102117,0.99996,0.00136721,-0.000631689,0.00877978,1.0,0.0,0.0,0.0,0
73521727,0.0167989,-0.0241929,-0.0102783,0.999959,0.0013887,-0.000366627,0.00892399,1.0,0.0,0.0,0.0,0
73621878,-0.000518926,0.0132125,0.0037914,0.999961,0.00117155,-0.000221905,0.00880625,1.0,0.0,0.0,0.0,0
73721808,-0.00652215,0.0158614,0.000196539,0.999959,0.00114128,0.000129119,0.00895395,1.0,0.0,0.0,0.0,0
73825745,-0.00361297,0.0215027,-0.0149759,0.999959,0.00111098,0.000224243,0.00899803,1.0,0.0,0.0,0.0,0
73925744,0.0148512,-0.00892873,-0.0110429,0.999959,0.00101356,0.000339587,0.00901195,1.0,0.0,0.0,0.0,0
74025734,-0.0178488,0.0109687,-0.00438841,0.999959,0.000932707,0.000449183,0.00895371,1.0,0.0,0.0,0.0,0
74130848,0.00283687,0.00799949,0.00127569,0.999958,0.000768811,0.000516967,0.00913691,1.0,0.0,0.0,0.0,0
74230879,-0.0109276,-0.000257176,0.0166417,0.999958,0.000696464,0.00049729,0.00911876,1.0,0.0,0.0,0.0,0
74333724,-0.00257815,0.00227222,-0.00714523,0.999957,0.000596158,0.000798614,0.00918528,1.0,0.0,0.0,0.0,0
74434864,-0.00213472,9.69498e-05,0.0117618,0.999955,0.000340982,0.000856836,0.00946794,1.0,0.0,0.0,0.0,0
74534764,0.0205407,0.00686219,-0.00874745,0.999955,0.000213067,0.00106552,0.00943886,1.0,0.0,0.0,0.0,0
74637751,-0.0172339,0.000363648,-0.00119344,0.999956,0.000155304,0.00102934,0.00933087,1.0,0.0,0.0,0.0,0
74736764,0.000971539,0.0107048,0.00185006,0.999954,7.04113e-05,0.00107236,0.00952325,1.0,0.0,0.0,0.0,0
